city,date,pm25_mean,pm10_mean,no2_mean,o3_mean,co_mean,aqi_mean,temp_mean,humidity_mean,wind_mean,pressure_mean,traffic_index_mean,vehicle_count_sum,congestion_mean,hospital_admissions,respiratory_admissions,population_est,district,population,area_km2,next_day_respiratory_admissions,risk_category
CityC,2025-09-07,12.675833333333335,17.780833333333334,20.761666666666667,29.203333333333333,0.30783333333333335,11.375,26.028333333333332,60.79583333333333,1.985,1009.9583333333334,36.862500000000004,5215,36.862500000000004,10,5,479467,District_C,500000,130,8.0,Low
CityC,2025-09-08,11.709583333333333,17.219583333333333,20.167083333333334,30.367500000000003,0.3055,10.700000000000001,25.13625,62.800000000000004,2.1091666666666664,1008.5458333333332,37.47083333333333,4908,37.47083333333333,13,8,511002,District_C,500000,130,6.0,Medium
CityC,2025-09-09,12.102083333333333,17.577083333333334,21.853333333333335,28.829166666666666,0.28670833333333334,11.012500000000001,25.53916666666667,60.39166666666667,1.8716666666666668,1010.1583333333333,36.708333333333336,5313,36.708333333333336,12,6,475477,District_C,500000,130,6.0,Medium
CityC,2025-09-10,10.435,16.19625,21.3075,30.462500000000002,0.298625,9.929166666666667,25.952083333333334,58.041666666666664,2.0304166666666665,1010.6958333333333,38.041666666666664,5078,38.041666666666664,13,6,526740,District_C,500000,130,6.0,Medium
CityC,2025-09-11,10.814583333333333,14.38125,20.851666666666667,30.487916666666667,0.2955,9.862499999999999,25.410416666666666,58.958333333333336,1.9716666666666667,1009.4416666666666,37.824999999999996,5034,37.824999999999996,13,6,489483,District_C,500000,130,8.0,Medium
CityC,2025-09-12,10.375416666666666,15.808333333333332,21.99291666666667,31.234166666666667,0.310375,10.020833333333334,25.488333333333333,58.00833333333333,1.9370833333333335,1009.7375000000001,37.237500000000004,5560,37.237500000000004,13,8,504762,District_C,500000,130,6.0,Medium
CityC,2025-09-13,11.492916666666666,16.059166666666666,21.225833333333334,30.509583333333335,0.3085833333333333,10.504166666666666,25.354166666666668,58.458333333333336,2.0175,1009.6333333333333,35.99166666666667,5463,35.99166666666667,10,6,497224,District_C,500000,130,9.0,Medium
CityC,2025-09-14,10.671666666666667,16.49,20.80666666666667,30.411666666666665,0.28391666666666665,10.1625,25.897499999999997,59.225,2.1841666666666666,1011.3583333333332,37.49583333333333,5349,37.49583333333333,15,9,507682,District_C,500000,130,7.0,Medium
CityC,2025-09-15,11.235,15.60375,21.962500000000002,30.030833333333334,0.286375,10.304166666666667,25.36791666666667,63.07916666666667,1.8945833333333333,1009.8291666666668,37.00833333333333,4844,37.00833333333333,12,7,525775,District_C,500000,130,7.0,Medium
CityC,2025-09-16,11.604999999999999,16.074583333333333,21.3,30.647499999999997,0.30920833333333336,10.625,25.582916666666666,60.8125,1.9608333333333334,1009.7333333333332,40.09166666666667,5177,40.09166666666667,11,7,498774,District_C,500000,130,8.0,Medium
CityC,2025-09-17,11.628750000000002,16.1725,20.914583333333333,31.284583333333334,0.303625,10.591666666666667,25.082916666666666,60.86666666666667,1.9958333333333333,1010.5166666666668,37.520833333333336,5243,37.520833333333336,13,8,488843,District_C,500000,130,9.0,Medium
CityC,2025-09-18,10.709166666666667,16.114583333333332,21.611666666666665,28.463333333333335,0.308,10.154166666666667,24.992500000000003,59.03333333333333,2.361666666666667,1010.2833333333333,40.483333333333334,5478,40.483333333333334,15,9,512093,District_C,500000,130,9.0,Medium
CityC,2025-09-19,11.785416666666668,16.40041666666667,21.789583333333336,29.175416666666667,0.31704166666666667,10.799999999999999,25.775833333333335,59.112500000000004,1.9758333333333333,1009.6333333333333,36.75416666666667,4819,36.75416666666667,15,9,514683,District_C,500000,130,9.0,Medium
CityC,2025-09-20,12.455,18.0,22.158749999999998,29.797916666666666,0.2979583333333333,11.4375,25.73625,60.725,2.160416666666667,1009.7666666666668,38.02916666666666,4872,38.02916666666666,15,9,425826,District_C,500000,130,7.0,Medium
CityC,2025-09-21,12.058749999999998,17.325833333333332,22.63875,31.881249999999998,0.29470833333333335,11.15,25.865416666666665,59.34583333333333,1.9991666666666665,1011.2708333333334,39.4,5573,39.4,11,7,491314,District_C,500000,130,5.0,Medium
CityC,2025-09-22,11.152083333333332,16.46625,21.322916666666668,29.727083333333336,0.31654166666666667,10.379166666666666,25.572916666666668,59.3375,2.057916666666667,1009.6333333333333,39.19166666666667,5080,39.19166666666667,10,5,513129,District_C,500000,130,6.0,Low
CityC,2025-09-23,12.023333333333333,17.572083333333335,21.92125,29.300833333333333,0.29558333333333336,11.133333333333333,25.4175,59.47083333333333,2.1708333333333334,1010.7416666666667,36.9375,5309,36.9375,10,6,494239,District_C,500000,130,8.0,Medium
CityC,2025-09-24,11.055,15.162083333333333,20.84541666666667,29.985833333333332,0.3027916666666667,10.133333333333333,25.60083333333333,60.729166666666664,2.151666666666667,1011.1958333333333,38.954166666666666,5805,38.954166666666666,14,8,504805,District_C,500000,130,6.0,Medium
CityC,2025-09-25,10.385416666666666,15.3825,21.098333333333333,28.919583333333332,0.30641666666666667,9.862499999999999,25.249583333333334,59.1625,2.075833333333333,1009.0958333333333,38.729166666666664,5402,38.729166666666664,11,6,480905,District_C,500000,130,7.0,Medium
CityC,2025-09-26,13.19,17.09125,20.765833333333333,29.421666666666667,0.30433333333333334,11.508333333333333,25.493750000000002,57.90416666666667,1.9875,1009.4333333333334,37.96666666666667,5298,37.96666666666667,11,7,478503,District_C,500000,130,5.0,Medium
CityC,2025-09-27,12.400416666666667,17.237083333333334,21.52791666666667,32.09083333333333,0.286125,11.220833333333333,25.47875,59.21666666666667,1.9570833333333333,1009.5333333333333,37.645833333333336,5183,37.645833333333336,10,5,498657,District_C,500000,130,6.0,Low
CityC,2025-09-28,10.524583333333334,14.826666666666668,20.73,30.36916666666667,0.3094166666666667,9.770833333333334,25.815416666666668,56.60833333333333,1.85375,1009.4583333333334,36.59583333333333,5471,36.59583333333333,11,6,487994,District_C,500000,130,9.0,Medium
CityC,2025-09-29,10.4975,15.595416666666667,20.552916666666665,28.887083333333333,0.29441666666666666,9.85,25.84375,58.324999999999996,2.06,1009.2791666666667,36.920833333333334,4637,36.920833333333334,15,9,467338,District_C,500000,130,6.0,Medium
CityC,2025-09-30,11.770833333333334,16.135416666666668,21.426666666666666,29.9025,0.2964583333333333,10.691666666666665,25.564166666666665,56.20416666666667,2.0745833333333334,1010.1,39.766666666666666,5534,39.766666666666666,14,6,523415,District_C,500000,130,7.0,Medium
CityC,2025-10-01,11.070833333333333,15.745416666666666,21.05375,30.425416666666667,0.29633333333333334,10.266666666666667,25.41541666666667,61.90416666666667,2.1733333333333333,1010.2333333333332,37.574999999999996,5152,37.574999999999996,13,7,471912,District_C,500000,130,7.0,Medium
CityC,2025-10-02,11.349583333333333,16.78291666666667,21.618750000000002,31.979166666666668,0.31295833333333334,10.591666666666667,24.98,59.42916666666667,1.9129166666666666,1010.1541666666667,36.30833333333333,5207,36.30833333333333,14,7,528628,District_C,500000,130,8.0,Medium
CityC,2025-10-03,11.323749999999999,16.275000000000002,21.789583333333336,32.48041666666666,0.31975000000000003,10.554166666666667,25.80333333333333,58.15416666666667,2.0816666666666666,1011.0875,39.86666666666667,4843,39.86666666666667,13,8,490882,District_C,500000,130,7.0,Medium
CityC,2025-10-04,11.65375,16.414166666666667,21.403750000000002,31.61916666666667,0.31745833333333334,10.670833333333334,25.662916666666664,58.85833333333333,1.9004166666666666,1009.8208333333333,38.37083333333333,4938,38.37083333333333,14,7,497427,District_C,500000,130,5.0,Medium
CityC,2025-10-05,11.99,16.472916666666666,21.717083333333335,29.353333333333335,0.32008333333333333,10.862499999999999,25.507499999999997,62.69583333333333,2.0779166666666664,1009.5166666666668,39.199999999999996,5096,39.199999999999996,9,5,481811,District_C,500000,130,7.0,Low
CityC,2025-10-06,11.850833333333334,16.461666666666666,21.513333333333335,29.120416666666667,0.289875,10.816666666666668,25.68041666666667,59.69583333333333,1.9404166666666667,1009.2166666666667,37.204166666666666,5019,37.204166666666666,13,7,510034,District_C,500000,130,7.0,Medium
CityC,2025-10-07,11.885416666666666,16.580416666666668,22.305833333333336,29.909166666666668,0.28070833333333334,10.854166666666666,25.473333333333333,63.145833333333336,1.7420833333333334,1009.6374999999999,37.03333333333333,4785,37.03333333333333,13,7,502762,District_C,500000,130,7.0,Medium
CityC,2025-10-08,9.38625,13.426666666666668,20.29,29.952916666666667,0.31416666666666665,8.858333333333333,25.50708333333333,60.02916666666667,2.1620833333333334,1009.5625,38.975,5419,38.975,10,7,508441,District_C,500000,130,5.0,Medium
CityC,2025-10-09,10.435,14.807916666666666,21.915833333333335,30.71291666666667,0.3056666666666667,9.754166666666666,25.616666666666664,59.31666666666666,2.160416666666667,1010.25,38.44166666666667,5871,38.44166666666667,12,5,511414,District_C,500000,130,5.0,Low
CityC,2025-10-10,12.153333333333334,17.20958333333333,21.486666666666665,30.299166666666668,0.30504166666666666,11.049999999999999,25.297916666666666,59.75833333333333,1.9995833333333335,1009.5166666666668,39.12083333333333,5390,39.12083333333333,9,5,490788,District_C,500000,130,9.0,Low
CityC,2025-10-11,9.279166666666667,14.731250000000001,21.509583333333335,31.187916666666666,0.300625,9.220833333333333,25.41625,59.64166666666667,2.129583333333333,1010.0,36.8375,4962,36.8375,16,9,477617,District_C,500000,130,6.0,Medium
CityC,2025-10-12,12.032916666666667,17.107916666666664,21.4225,29.80333333333333,0.3086666666666667,11.012500000000001,25.5675,61.4375,1.8391666666666666,1009.2875,38.770833333333336,4866,38.770833333333336,10,6,518747,District_C,500000,130,7.0,Medium
CityC,2025-10-13,11.319583333333334,15.965000000000002,21.932916666666667,31.447083333333335,0.27895833333333336,10.362499999999999,25.444166666666664,58.99166666666667,2.04625,1010.025,38.90833333333333,5378,38.90833333333333,12,7,500616,District_C,500000,130,9.0,Medium
CityC,2025-10-14,12.144583333333332,16.58791666666667,20.990416666666665,32.98416666666667,0.2966666666666667,10.833333333333334,25.59958333333333,59.75416666666666,2.0641666666666665,1010.4833333333332,38.041666666666664,4967,38.041666666666664,15,9,500055,District_C,500000,130,7.0,Medium
CityC,2025-10-15,10.131666666666666,14.719166666666666,20.70625,29.822083333333335,0.3155,9.558333333333334,25.737916666666667,58.862500000000004,2.004583333333333,1008.0541666666667,39.6875,5443,39.6875,11,7,513400,District_C,500000,130,9.0,Medium
CityC,2025-10-16,11.346666666666666,15.153333333333334,23.15416666666667,30.750416666666666,0.293125,10.424999999999999,25.889166666666668,59.8375,2.0995833333333334,1009.65,37.6875,5267,37.6875,15,9,508700,District_C,500000,130,7.0,Medium
CityC,2025-10-17,10.972083333333332,15.969583333333333,19.7975,29.713333333333335,0.299375,10.095833333333333,25.627916666666668,62.604166666666664,2.0466666666666664,1009.4375,35.84583333333333,4884,35.84583333333333,13,7,507878,District_C,500000,130,5.0,Medium
CityC,2025-10-18,12.562083333333334,17.1875,20.654166666666665,29.592083333333335,0.27991666666666665,11.225,25.37125,60.2875,1.9016666666666666,1010.375,38.612500000000004,5097,38.612500000000004,11,5,538119,District_C,500000,130,6.0,Low
CityC,2025-10-19,13.164166666666667,18.625,21.568749999999998,28.906666666666666,0.3000833333333333,11.845833333333333,25.890416666666667,57.824999999999996,1.9329166666666666,1010.6291666666666,39.81666666666667,5339,39.81666666666667,11,6,503100,District_C,500000,130,7.0,Medium
CityC,2025-10-20,10.52625,15.875833333333333,20.870416666666667,29.41541666666667,0.299375,9.958333333333334,25.702916666666667,59.425000000000004,2.0241666666666664,1009.9416666666666,34.53333333333333,4909,34.53333333333333,13,7,491841,District_C,500000,130,9.0,Medium
CityC,2025-10-21,10.379583333333333,14.747083333333334,21.385416666666668,31.569166666666664,0.3103333333333333,9.625,25.030833333333334,59.020833333333336,2.00875,1009.5124999999999,37.1625,5209,37.1625,14,9,482443,District_C,500000,130,4.0,Medium
CityC,2025-10-22,10.035,14.945833333333333,22.245416666666667,28.91208333333333,0.29891666666666666,9.733333333333333,25.811666666666667,59.6625,1.9283333333333335,1010.6999999999999,36.86666666666667,5082,36.86666666666667,10,4,491450,District_C,500000,130,8.0,Low
CityC,2025-10-23,12.212083333333334,17.69125,20.10875,30.238333333333333,0.29954166666666665,11.041666666666666,25.67833333333333,61.175000000000004,2.057916666666667,1009.65,39.47083333333333,4994,39.47083333333333,13,8,488726,District_C,500000,130,9.0,Medium
CityC,2025-10-24,10.4175,16.0575,21.676666666666666,30.44541666666667,0.305,10.041666666666666,25.482916666666668,61.1875,2.1058333333333334,1011.3708333333334,36.733333333333334,5024,36.733333333333334,15,9,503752,District_C,500000,130,6.0,Medium
CityC,2025-10-25,10.36875,16.429166666666667,21.52208333333333,27.575833333333332,0.28470833333333334,10.016666666666667,25.696250000000003,59.10833333333333,2.03125,1009.9125,35.34583333333333,5202,35.34583333333333,12,6,483778,District_C,500000,130,6.0,Medium
CityC,2025-10-26,10.737916666666665,16.59375,21.53916666666667,27.905833333333334,0.2831666666666667,10.2875,25.5675,58.12083333333334,1.9354166666666668,1008.8333333333334,38.920833333333334,5419,38.920833333333334,11,6,506390,District_C,500000,130,5.0,Medium
CityC,2025-10-27,12.468333333333334,17.090416666666666,19.527083333333334,30.2625,0.3097083333333333,11.016666666666666,25.722083333333334,62.229166666666664,1.9833333333333334,1009.15,39.59583333333334,5586,39.59583333333334,9,5,506704,District_C,500000,130,7.0,Low
CityC,2025-10-28,9.848333333333333,15.67125,20.662916666666664,29.848333333333333,0.31220833333333337,9.6,25.237916666666667,60.862500000000004,2.02375,1010.1416666666668,40.487500000000004,5003,40.487500000000004,13,7,490106,District_C,500000,130,8.0,Medium
CityC,2025-10-29,12.007916666666667,17.437083333333334,20.607499999999998,29.79416666666667,0.27666666666666667,10.966666666666667,25.59875,60.06666666666666,1.9341666666666668,1010.0666666666666,38.65416666666667,5610,38.65416666666667,15,8,458703,District_C,500000,130,,Medium
